link,title
https://habr.com/ru/post/489340/,Как максимальной единицей передачи информации в интернете стали 1500 байт
https://habr.com/ru/post/489476/,Стилизация флажков и переключателей с использованием CSS3
https://habr.com/ru/company/habr/blog/489418/,"Хабр Викли #40 / Мозилла спасает интернет, в геймдеве кончились идеи, и зачем изучать исходники классических программ"
https://habr.com/ru/post/489354/,"IdentityServer4. Основные понятия. OpenID Connect, OAuth 2.0 и JWT"
https://habr.com/ru/post/489472/,Веб-архив: импортозамещение
https://habr.com/ru/post/489470/,Соревновательный потенциал Besiege-подобных симуляторов
https://habr.com/ru/post/489468/,Простое Slack приложение для публикации контента из Google Sheets
https://habr.com/ru/post/489460/,Ультрафиолет на двух пальцах
https://habr.com/ru/post/489328/,Null подкрался незаметно: ломаем Scala Option с помощью Java
https://habr.com/ru/post/489436/,"Очистка данных, как игра «Камень, Ножницы, Бумага». Это игра с финишем или без? Часть 2. Практическая"
https://habr.com/ru/company/madrobots/blog/489414/,Безумные роботы в Вегасе. Поездка на CES 2020
https://habr.com/ru/post/489440/,Преимущества переезда на ПМЖ в Берлин для ИТ-специалистов
https://habr.com/ru/post/489426/,"Представляем PHP 7.4: Производительность, Возможности, Устаревший Функционал"
https://habr.com/ru/post/489424/,Методы автоматизированного тестирования
https://habr.com/ru/company/it-grad/blog/489404/,Детство компьютерных вирусов
https://habr.com/ru/post/489412/,Превратит ли медицина 2030 года Homo sapiens в Homo longevus – сверхдолгожителей
https://habr.com/ru/company/itelma/blog/483960/,Брэд Тэмплтон: Итоги 2019 года для индустрии автономных автомобилей
https://habr.com/ru/company/otus/blog/489366/,Почему для SQL Server важна статистика
https://habr.com/ru/company/wrike/blog/489400/,Звездолеты на ДВС. Выжить в схватке с техническим долгом
https://habr.com/ru/company/qiwi/blog/489390/,"Новая QIWI Кухня — уже 5 марта. Москва, AGLOFT"
https://habr.com/ru/company/badoo/blog/489362/,Что делать с легаси. Материалы с Badoo PHP Meetup #4
https://habr.com/ru/company/dodopizzadev/blog/489352/,Что можно узнать о Domain Driven Design за 10 минут?
https://habr.com/ru/post/489368/,"Очистка данных, как игра «Камень, Ножницы, Бумага». Это игра с финишем или без? Часть 1. Теоретическая"
https://habr.com/ru/company/plarium/blog/489394/,"Как питомцы могут сделать из вас хорошего программиста (да, они действительно это могут!)"
https://habr.com/ru/post/489386/,Так вы хотите стать Ruby разработчиком?
https://habr.com/ru/company/otus/blog/489384/,Создать мощный курс Machine Learning: миссия выполнена
https://habr.com/ru/company/JetBrains/blog/489382/,"Первый воркшоп Corporate Rebels в России, 8 апреля"
https://habr.com/ru/company/parallels/blog/489376/,Управление Mac в мире Windows
https://habr.com/ru/company/vdsina/blog/489380/,Как запустить стартап с минимальными потерями: 23 правила
https://habr.com/ru/post/489364/,Шпаргалка аналитику: как «раскопать» систему
https://habr.com/ru/post/489360/,Разбираемся с управлением памятью в современных языках программирования
https://habr.com/ru/company/otus/blog/489356/,"CI/CD на AWS, Azure и Gitlab. Новый курс от OTUS"
https://habr.com/ru/company/exness/blog/489214/,Современный подход к тестированию локализации на iOS
https://habr.com/ru/company/jugru/blog/489310/,Tоп-10: лучшие доклады Heisenbug 2019 Moscow
https://habr.com/ru/post/488874/,Моя попытка номер 5
https://habr.com/ru/company/ruvds/blog/488666/,10 React-компонентов на все случаи жизни
https://habr.com/ru/company/jugru/blog/489290/,"«Работа в ИТ — 2020», или Кого и за что мы любим"
https://habr.com/ru/post/489348/,Настройка VPS на максимальную производительность
https://habr.com/ru/company/vivaldi/blog/489344/,Не оставляя следов
https://habr.com/ru/post/488702/,Модель натурального ряда чисел и его элементов. Кратные клетки строк
https://habr.com/ru/post/489336/,"Интерфейсные байки Токсичного Деда. “Учиться, учиться и еще раз учиться” (s1 e3)"
https://habr.com/ru/company/jetinfosystems/blog/489234/,Как успешно пройти любой пентест (вредные советы)
https://habr.com/ru/company/ua-hosting/blog/489242/,"«Загляните, это нечто»: саморепликация искусственной ДНК"
https://habr.com/ru/company/piter/blog/489326/,Размышления об эффективном enterprise-тестировании
https://habr.com/ru/company/microsoft/blog/488572/,Unity Analyzers теперь Open-Source
https://habr.com/ru/post/488998/,Почему требования к ИИ объясниться могут только ухудшить ситуацию
https://habr.com/ru/company/playme/blog/489286/,"Трусы, носки и помазок: антирейтинг подарков на 23 Февраля"
https://habr.com/ru/post/489232/,Назад в будущее мобильных телефонов II
https://habr.com/ru/company/flant/blog/488920/,Определяем подходящий размер для кластера Kafka в Kubernetes
https://habr.com/ru/company/ibm/blog/489320/,Практика использования AI. Воркшоп «Анализ изображений дронов для выявления поврежденных домов»
https://habr.com/ru/post/489118/,Реверс-инжиниринг рендеринга «Ведьмака 3»: различные эффекты неба
https://habr.com/ru/post/489294/,Разбираемся с переменными в CSS на реальном примере
https://habr.com/ru/company/ibm/blog/489318/,Митап «DevOps масштабируемых систем»
https://habr.com/ru/post/489044/,Физика текста. Часть 1. Символы
https://habr.com/ru/post/489314/,"Четвертушка Ethernet-а: старая скорость, новые возможности"
https://habr.com/ru/post/489020/,Исследование одного вредоноса
https://habr.com/ru/company/JetBrains-education/blog/489304/,Анализ данных ChIP-seq: от гистонов к информатическим задачам
https://habr.com/ru/post/489306/,[Habr]: Донаты
https://habr.com/ru/post/489298/,Неформальное интервью с Марией Долгушевой (HR из Кремниевой Долины)
https://habr.com/ru/post/489296/,Функциональные опции на стероидах
https://habr.com/ru/company/ua-hosting/blog/488816/,"Как мы потеряли «Мир»: пожар на космической станции, столкновение с грузовиком «Прогресс», разгерметизация"
https://habr.com/ru/company/mailru/blog/489270/,WebAuthn в реальной жизни
https://habr.com/ru/post/489136/,Побеждая C двадцатью строками Haskell: пишем свой wc
https://habr.com/ru/company/actualizebot/blog/489008/,Роутинг в комплексных чат-ботах с Hobot framework
https://habr.com/ru/post/489284/,Мои любимые инструменты разработчика Chrome
https://habr.com/ru/post/489132/,Самое интересное с Integrated Systems Europe 2020
https://habr.com/ru/post/489282/,DirectX 12 — от Леонардо да Винчи к современному искусству
https://habr.com/ru/company/otus/blog/489280/,Пинг всех узлов IPv6 на канале
https://habr.com/ru/company/lifext/blog/489276/,"Анализ крови на железо — как контролировать уровень, диагностирование причин, почему это важно"
https://habr.com/ru/company/otus/blog/489274/,Assert-сообщения в тестах
https://habr.com/ru/company/pult/blog/489272/,"Глаза, мозг, качество видео: размышления о 120fps, 8K, HDR, палочках, колбочках и «эффекте мыльной оперы»"
https://habr.com/ru/company/dodopizzadev/blog/489218/,Наивно. Супер: код и архитектура простой игры
https://habr.com/ru/post/489268/,Реализация процесса выгрузки файла из контейнера с браузером в тестовый фреймворк
https://habr.com/ru/post/489226/,Методы оптимизации LINQ-запросов в C#.NET
https://habr.com/ru/company/otus/blog/489262/,Почему непросто давать разработчикам свободу выбора
https://habr.com/ru/post/489260/,Как за семь шагов спроектировать масштабную автоматизированную систему для крупного предприятия
https://habr.com/ru/company/otus/blog/489258/,Как в Python реализованы очень длинные числа типа integer?
https://habr.com/ru/company/phoenix_contact/blog/489256/,Системы автоматизации на основе Foundation Fieldbus
https://habr.com/ru/post/489252/,История Telegram: от идеи до собственной криптовалюты
https://habr.com/ru/post/489254/,Яндекс помогает распространять вредоносное ПО?
https://habr.com/ru/company/zabbix/blog/489244/,Разработка плагинов для Zabbix Agent 2
https://habr.com/ru/company/avito/blog/488716/,"Материалы с казанского митапа по фронтенду: Phoenix LiveView, фронтопс, JSON:API"
https://habr.com/ru/post/489246/,Мне 14 и я решил разработать игру
https://habr.com/ru/company/JetBrains/blog/489156/,Кто умнее чем IDEA?
https://habr.com/ru/post/489236/,Spring: в поисках контекста
https://habr.com/ru/company/it_people/blog/489240/,Особенности региональных конференций. Зачем спикеру выезжать за МКАД?
https://habr.com/ru/company/epam_systems/blog/489198/,"Как не выстрелить себе в ногу, используя Liquibase"
https://habr.com/ru/company/hflabs/blog/489074/,Как определить оператора и регион по номеру телефона
https://habr.com/ru/company/tinkoff/blog/489230/,Что такое производительность веб-приложений?
https://habr.com/ru/post/489228/,Речевой бот в банке — худший UX ever
https://habr.com/ru/company/ruvds/blog/489208/,Виртуальный сервер для онлайн-трейдинга
https://habr.com/ru/post/489212/,1С-Битрикс препятствует отписке от рассылки требованием сдать свои персональные данные
https://habr.com/ru/post/489182/,varchar(max)-varchar(max) и в продакшн
https://habr.com/ru/post/489200/,Какие стартапы ищет Y Combinator в 2020 году
https://habr.com/ru/company/ruvds/blog/488660/,Пришло ли время забыть о React и перейти на Svelte?
https://habr.com/ru/company/mailru/blog/488192/,Устройство Helm и его подводные камни
https://habr.com/ru/post/489196/,Волшебный дым: микроконтроллеры против линейных регуляторов
https://habr.com/ru/company/redhatrussia/blog/489194/,Как OpenShift меняет организационную структуру ИТ-организации. Эволюция организационных моделей при переходе на PaaS
https://habr.com/ru/company/mkb/blog/488904/,Применение статического анализатора кода SwiftLint в iOS мобильных приложениях банка
https://habr.com/ru/company/smartengines/blog/489192/,Smart Engines вошёл в тройку лидеров в рейтинге FWCI среди базовых организаций Физтеха
https://habr.com/ru/company/top3dshop/blog/489184/,Fast Forward: 3D-технологии в дизайне и производстве
https://habr.com/ru/company/cloud4y/blog/488642/,"Паутина на дне стакана, или что объединяет американский виски и науку"
https://habr.com/ru/company/dcmiran/blog/489190/,Исследование RedHat: open source вытесняет проприетарное ПО из корпоративного сегмента
https://habr.com/ru/post/489188/,Логирование в микросервисной среде .Net на практике
https://habr.com/ru/post/489108/,Добавление своих полей в отчет Pytest
https://habr.com/ru/company/yandex/blog/488428/,Как мы предсказываем будущее в поиске Яндекса: от исправления ошибок до discovery-запросов
https://habr.com/ru/company/ntc-vulkan/blog/489186/,TDD для микроконтроллеров. Часть 3: Запуск на железе
https://habr.com/ru/post/489160/,Результаты исследования откликов на вакансию дизайнера цифрового продукта. Часть первая — результаты и статистика
https://habr.com/ru/company/dodopizzadev/blog/488246/,VoiceOver на iOS: каждый контрол ведёт себя по-разному
https://habr.com/ru/post/489178/,GSMout – приём SMS и звонков «как дома»
https://habr.com/ru/post/483738/,Микропост: режем UNICODE-строки для PostgreSQL
https://habr.com/ru/post/489172/,Прикручиваем ActiveDirectory авторизацию к Kubernetes c помощью Keycloak
https://habr.com/ru/company/sberbank/blog/489158/,"Sber.DS — платформа, которая позволяет создавать и внедрять модели даже без кода"
https://habr.com/ru/company/microsoft/blog/488566/,"Как QA-инженер сэкономил целый день работы, связав автотесты в Visual Studio и Test IT"
https://habr.com/ru/post/489004/,Сотовый телефон с дисковым номеронабирателем
https://habr.com/ru/post/489134/,Исследование дизайн-команд в российских продуктовых компаниях
https://habr.com/ru/post/488608/,«СЛАВА ЖПСС!» или вспоминаем про GPSS World
https://habr.com/ru/company/alconost/blog/489128/,Интернационализация: как вывести продукт на международный рынок (и не сойти с ума)
https://habr.com/ru/company/intel/blog/488812/,"Больше SoC, хороших и разных. Intel открывает AIB для разработчиков и производителей"
https://habr.com/ru/company/tssolution/blog/488854/,10. Fortinet Getting Started v6.0. Сопровождение
https://habr.com/ru/company/nixys/blog/489164/,Обновление Kubernetes-кластера без простоя
https://habr.com/ru/post/489162/,Менеджер-передаст
https://habr.com/ru/post/489142/,Лекции со школы по биоинформатике от А до Я
https://habr.com/ru/post/489152/,Петербург против Парижа: как музеи пополняют и как уменьшают общественное достояние
https://habr.com/ru/post/489146/,802.11ba (WUR) или как скрестить ужа с ежом
https://habr.com/ru/post/488810/,Оживляем гексапода. Часть первая
https://habr.com/ru/post/489126/,История одного программиста с биполярным расстройством
https://habr.com/ru/post/489086/,RabbitMQ. Часть 2. Разбираемся с Exchanges
https://habr.com/ru/post/489120/,Роботы и люди. Что говорит наука о готовности людей получать услуги у роботов
https://habr.com/ru/post/489106/,Как я бросил журналистику и стал программистом
https://habr.com/ru/post/489100/,Анализ данных по коронавирусу SARS-CoV-2 (2019-nCov)
https://habr.com/ru/company/madrobots/blog/489070/,Это будет стоить 354 пары носков. Подборка подарков на 23 февраля
https://habr.com/ru/company/vdsina/blog/489092/,Как я самостоятельно выучил новый язык за 12 месяцев: тотальный гайд
https://habr.com/ru/post/485616/,Добавляем статические файлы вне проекта ангуляр
https://habr.com/ru/post/489082/,Нейросети в трейдинге. Рано хоронить
https://habr.com/ru/company/otus/blog/489080/,"Укрепите свои agile-команды, используя стадии развития Такмена"
https://habr.com/ru/company/leader-id/blog/489000/,Как собрать крутой митап: 16 советов от трех «серийных митаперов». Leader-IT events #1
https://habr.com/ru/post/489076/,Имитационная модель процесса обработки материала резанием на токарном станке с ЧПУ
https://habr.com/ru/post/489072/,Преимущества 3СХ при построении распределенной сети
https://habr.com/ru/post/489068/,Цифровое бессмертие — инженерный подход
https://habr.com/ru/company/otus/blog/489062/,Невероятная производительность ввода-вывода с параллельным Apache Parquet на Python
https://habr.com/ru/post/489042/,Торжественное переоткрытие Store: загрузка данных в Android с помощью корутин
https://habr.com/ru/company/ru_mts/blog/488828/,"Спам, спам, спам…"
https://habr.com/ru/company/iticapital/blog/489060/,Разбор: чем отличаются высокорисковые и низкорисковые инвестиции
https://habr.com/ru/post/489058/,Ансамбли нейронных сетей с PyTorch и Sklearn
https://habr.com/ru/company/Voximplant/blog/489040/,Contact Center AI: третий участник в разговоре – это нормально
https://habr.com/ru/post/488784/,Коммерциализация доработок свободного ПО под Copyleft лицензиями
https://habr.com/ru/post/489046/,Self-driving ГАЗ66 Monster Truck 1/16
https://habr.com/ru/company/kksng/blog/488942/,"Артефакты для UX-ёров и команды: что это, зачем нужны и как выбрать"
https://habr.com/ru/company/piter/blog/489038/,Книга «Java Concurrency на практике»
https://habr.com/ru/post/489034/,"Новое приложение ЕИС для мобильных – мучение или спасение для тех, кто ищет госзакупки?"
https://habr.com/ru/post/488968/,Простое обнаружение проблем производительности в PostgreSQL
https://habr.com/ru/company/jugru/blog/481096/,Топ лучших докладов Joker 2019
https://habr.com/ru/company/skyeng/blog/489010/,"Делимся самым большим в РФ пластом данных по онлайн-обучению с проектами по лингвистике, персонализации, педдизайну, ML"
https://habr.com/ru/company/flant/blog/480722/,Одна история с оператором Redis в K8s и мини-обзор утилит для анализа данных этой БД
https://habr.com/ru/post/489028/,Про удаленную работу
https://habr.com/ru/company/itsumma/blog/489026/,Изменение алгоритмов Google AdSense может привести к вымогательству у владельцев сайтов и веб-мастеров
https://habr.com/ru/post/489024/,JavaScript библиотека Webix глазами новичка. Часть 5. Работа с данными на стороне пользователя
https://habr.com/ru/post/488958/,Расшифровка моего интервью с автором Ruby
https://habr.com/ru/company/ibs/blog/488972/,16 тысяч подключений в секунду: как мы тестировали СКАЛУ-Р Виртуальное Рабочее Место
https://habr.com/ru/post/488996/,INVESTMENT-READY
https://habr.com/ru/company/misis/blog/489016/,"Герман Греф: «Мы пытались организовать дискуссию по поводу AGI, и ни один уважающий себя ученый на нее не приходил»"
https://habr.com/ru/company/otus/blog/489012/,"Google Cloud Spanner: хороший, плохой, злой"
https://habr.com/ru/company/habr_career/blog/488986/,Кто такой наставник и какими гибкими навыками он должен обладать
https://habr.com/ru/company/ruvds/blog/488662/,"Браузерные расширения, необходимые каждому веб-разработчику"
https://habr.com/ru/post/489002/,Распределенный реестр для колесных пар: опыт с Hyperledger Fabric
https://habr.com/ru/post/488994/,DDR5? Да мы и с DDR4-то едва познакомились
https://habr.com/ru/post/488898/,Наём сотрудников никуда не годится. И ваш тоже
https://habr.com/ru/post/488990/,"Обзор полнолицевой маски UNIX 5100, фильтров к ней, сравнение с моделями UNIX 5000, 6100 и маской ППМ-88"
https://habr.com/ru/company/lamoda/blog/488186/,Мой путь QA инженера: через выгорание к тестированию в кайф
https://habr.com/ru/company/vivaldi/blog/488980/,"Жесты, которые радуют"
https://habr.com/ru/company/dins/blog/488976/,"Приглашаем на DINS DevOps EVENING: разберем два примера инфраструктуры и поговорим, как облегчить поддержку"
https://habr.com/ru/company/lanit/blog/488974/,Как организовать работу с дистрибуторской сетью: приглашаем на вебинар
https://habr.com/ru/company/avito/blog/488936/,"Молчание вентиляторов. Google Colab, Javascript и TensorflowJS"
https://habr.com/ru/post/487680/,Полный разбор экзамена ШАД-2019
https://habr.com/ru/company/pm/blog/488826/,Распознаем повышение привилегий в ABBYY FineReader
https://habr.com/ru/company/lenovo/blog/488888/,Ноутбук ThinkPad стал «мозгом» робота
https://habr.com/ru/company/promopult/blog/488700/,"Внедрили микроразметку, а расширенных сниппетов нет: 10 возможных причин"
https://habr.com/ru/company/ua-hosting/blog/488842/,"Поймать электрон: наблюдение процесса, занимающего квинтиллионную долю секунды"
https://habr.com/ru/post/488640/,Open Source Guides: Запуск проекта с открытым исходником
https://habr.com/ru/post/488966/,"Ansible playbooks — это код: проверяем, тестируем, непрерывно интегрируем. Иван Пономарёв"
https://habr.com/ru/post/488964/,Срочные задачи. Да придёт Спаситель
https://habr.com/ru/company/microsoft/blog/488926/,5 бесплатных курсов для ИИ-инженеров от Microsoft
https://habr.com/ru/company/yandex/blog/488588/,C++20 утверждён! Чего ждать и к чему готовиться разработчикам в C++23
https://habr.com/ru/post/488786/,Насколько детальной должна быть User Story?
https://habr.com/ru/post/488962/,Можно ли писать скрипты на C++?
https://habr.com/ru/post/488960/,"Программирование, иммунитет и армия"
https://habr.com/ru/company/tensor/blog/488104/,DBA: находим бесполезные индексы
https://habr.com/ru/company/recognitor/blog/488954/,Как объяснить роботу свою точку зрения
https://habr.com/ru/post/488652/,"История симлиша — языка, определившего судьбу серии игр Sims"
https://habr.com/ru/post/488950/,Время в клеточном автомате
https://habr.com/ru/post/488794/,Golang + Phaser3 = MMORPG — Клиент и Сервер
https://habr.com/ru/post/488948/,Тестирование REST API на Golang. 56000 [#/sec] не предел?
https://habr.com/ru/post/488946/,Меню консольных команд на python
https://habr.com/ru/post/488944/,Как коронавирус действует на акции биотеха
https://habr.com/ru/company/ua-hosting/blog/424055/,Хостинг и выделенные серверы: отвечаем на вопросы. Часть 1
https://habr.com/ru/company/russian_rehab_industry/blog/488930/,Не включается компьютер? Техническая поддержка для инвалидов по зрению и слуху поможет удалённо
https://habr.com/ru/company/dodopizzadev/blog/488918/,Data Engineer or die: история одного разработчика
https://habr.com/ru/post/488928/,Почему «погугли сам» — не наш метод и как мы прокачиваем Базу знаний для техподдержки
https://habr.com/ru/company/google/blog/488886/,2019-й по версии Chrome
https://habr.com/ru/company/microsoft/blog/488484/,SQL Launch — мероприятие Microsoft SQL Server 2019
https://habr.com/ru/company/piter/blog/488910/,Книга «Любовь и математика. Сердце скрытой реальности»
https://habr.com/ru/post/487358/,"BERT, ELMO и Ко в картинках (как в NLP пришло трансферное обучение)"
https://habr.com/ru/company/otus/blog/488912/,Предсказание стоимости биткоина по новостям на Python
https://habr.com/ru/post/488908/,KPI копирайтера или особенности оценки работы удаленных авторов в штате и фрилансеров
https://habr.com/ru/company/varonis/blog/488896/,Выкупать — так королеву: Varonis расследует быстро распространяющийся шифровальщик-вымогатель “SaveTheQueen”
https://habr.com/ru/company/jugru/blog/488868/,Анонс Mobius 2020 Piter: что волнует мобильных разработчиков?
https://habr.com/ru/company/englishdom/blog/488768/,"Bloody hell, или Как ругаться на английском, чтобы тебя приняли за культурного человека"
https://habr.com/ru/company/otus/blog/488890/,5 советов по стратегии рекрутинга через социальные сети
https://habr.com/ru/company/misis/blog/488884/,Станет ли 3D-принтер моей персональной фабрикой на балконе?
https://habr.com/ru/company/habr/blog/483212/,"Хабр Викли #39 / Гаджет-шоу MWC закрыли, как стать разрабом в 14 лет, эмоционально про опенспейсы и патент на цвет"
https://habr.com/ru/company/it_people/blog/488880/,Секция DevOps на конференции DUMP2020. Порадуемся / поплачем вместе
https://habr.com/ru/company/regionsoft/blog/488856/,"Ну CRM и CRM. Всё проще, чем вы думаете"
https://habr.com/ru/company/hh/blog/488742/,"Видишь архитектуру? И я не вижу, а она есть"
https://habr.com/ru/post/488876/,Исследование и преобразование сортировкой псевдослучайных последовательностей
https://habr.com/ru/post/488872/,Вебинар «Цифровой двойник в IIoT»
https://habr.com/ru/company/avito/blog/488658/,Использование faiss для поиска по многомерным пространствам
https://habr.com/ru/company/otus/blog/488866/,Проверка образов с помощью Gitlab CI/CD
https://habr.com/ru/company/ruvds/blog/487878/,"5 вопросов по SQL, которые часто задают дата-сайентистам на собеседованиях"
https://habr.com/ru/post/488860/,Импортозамещение и судостроение
https://habr.com/ru/company/ods/blog/488852/,Настройка функции потерь для нейронной сети на данных сейсморазведки
https://habr.com/ru/post/488436/,Быстрое создание чиптюн-музыки на открытом ПО
https://habr.com/ru/post/488850/,Использование RabbitMQ вместе с MonsterMQ часть 1
https://habr.com/ru/company/redmadrobot/blog/488848/,CTO всея стартапа
https://habr.com/ru/company/1cloud/blog/488844/,Границы для пограничников: суд США установил правила для проверки устройств — обсуждаем ситуацию
https://habr.com/ru/company/ruvds/blog/488664/,Поиск идеального набора инструментов: анализ популярных шаблонов Python-проектов
https://habr.com/ru/company/alfa/blog/488840/,"4 марта, Екатеринбург — Java MeetUP"
https://habr.com/ru/company/oleg-bunin/blog/480628/,"Что мы узнали о SRE, когда обработали первые 150 тысяч продакшн-инцидентов"
https://habr.com/ru/post/488096/,400G. Вгляд со стороны Transmission. ZR/ZR+
https://habr.com/ru/company/zyxel/blog/488736/,Удалённая работа набирает обороты
https://habr.com/ru/company/yandex/blog/488682/,Как проверить навыки программирования на Python? Задачи от Яндекса
https://habr.com/ru/post/488830/,"Интернет в Туркменистане: цена, доступность и ограничения"
https://habr.com/ru/post/488836/,Некоторые аспекты работы с Dictionary при разработке нагруженных приложений
https://habr.com/ru/post/488834/,Как ошибка из 2009 вызывает конфликт Docker for Windows и Razer Synapse
https://habr.com/ru/company/dcmiran/blog/488832/,"Удивительно, но в прошлом году корпоративные HDD оказались популярнее SSD и их продажи растут"
https://habr.com/ru/company/rostelecom/blog/488696/,Возглавляя тренды
https://habr.com/ru/company/ascon/blog/488726/,"Интервью с инженером НИПТБ «Онега» — победителем WorldSkills Hi-Tech о работе, чемпионате и САПР"
https://habr.com/ru/company/lanit/blog/487944/,"Машинное обучение в энергетике, или не только лишь все могут смотреть в завтрашний день"
https://habr.com/ru/post/488610/,"История человека, чувствительного к электромагнитному излучению, или как мы щупаем край обрыва… UPD: +FAQ"
https://habr.com/ru/company/raiffeisenbank/blog/488824/,DGTL Design Community Meetup в Райффайзенбанке: трансляция
https://habr.com/ru/company/southbridge/blog/488800/,Agile: 9 вредных советов
https://habr.com/ru/company/cloud4y/blog/487360/,Обезличивание данных не гарантирует вашу полную анонимность
https://habr.com/ru/post/488594/,Пандас и другие для толстых данных
https://habr.com/ru/company/productsense/blog/488820/,"Как не выгореть на работе и что делать, если всё-таки выгорел"
https://habr.com/ru/company/mipt/blog/488818/,Прорывы #DeepPavlov в 2019 году: обзор и итоги года
https://habr.com/ru/company/microsoft/blog/487612/,"Легко добавляйте, удаляйте и переименовывайте файлы и цели в проектах CMake"
https://habr.com/ru/post/488780/,"Mozilla проиграла в войне браузеров, но всё ещё считает, что может спасти интернет"
https://habr.com/ru/post/488814/,Forge of Empires из AS3 в Haxe. Постмортем
https://habr.com/ru/company/pvs-studio/blog/488670/,О масочных регистрах
https://habr.com/ru/post/488030/,Как организовать скины в Symfony
https://habr.com/ru/company/leroy_merlin/blog/488648/,Опыт интеграции веб-компонентов на сайт Леруа Мерлен
https://habr.com/ru/company/tssolution/blog/488712/,Check Point WatchTower — управляем NGFW со смартфона
https://habr.com/ru/company/tssolution/blog/488686/,Применение Flowmon Networks для контроля производительности распределенных приложений и баз данных
https://habr.com/ru/post/488808/,"Программисты, давайте изучать исходники классических программ"
https://habr.com/ru/post/488570/,Как Секретная служба США перепутала киберпанк-RPG с учебником для хакеров
https://habr.com/ru/post/488806/,"Это не конструктивно, или Ты как челобитную царю подаешь?"
https://habr.com/ru/post/488796/,Учимся разворачивать микросервисы. Часть 2. Kubernetes
https://habr.com/ru/post/488792/,Мониторинг доступности сайта в России на коленке
https://habr.com/ru/post/488520/,Ляпы и загогулины. 2
